ROOT_MEM_NAME	TYPE	NUM_FRAMES	PARTS	BOX_SIZE	STATIC	HEIGHT	SCRIPT_NAME	SKIP_IMPORT	
common_blinkinglights	common	2	[#off, #on]	7, 7	1	1	ActionZoneElement	0	
common_block	common	1	[]	40, 40	1	5	ActionZoneElement	0	
common_divider	common	1	[]	50, 47	1	1	ActionZoneElement	0	
common_divider_piece	common	1	[]	20, 44	1	1	ActionZoneElement	0	
common_energywall	common	3	[]	200, 200	1	40	ActionZoneEnergyWall	0	
common_generatorenergywall	common	4	[]	40, 40	1	45	ActionZoneElement	0	
common_halfenergywall	common	3	[]	7, 110	1	1	ActionZoneElement	0	
common_item_goggles	common	1	[]	21, 19	1	1	ActionZoneElement	0	
common_item_grapple	common	1	[]	21, 19	1	1	ActionZoneElement	0	
common_item_lasercutter	common	1	[]	21, 19	1	1	ActionZoneElement	0	
common_item_quorium	common	1	[]	21, 19	1	1	ActionZoneElement	0	
common_messagePending	common	1	[]	18, 18	1	1	ActionZoneElement	0	
common_powerup_speed_off	common	1	[]	35, 35	1	1	ActionZoneElement	0	
common_powerup_speed_on	common	1	[]	35, 35	1	1	ActionZoneElement	0	
common_ramp_dummy	common	1	[]	30, 30	1	1	ActionZoneRampDummy	0	
common_savespot_off	common	1	[]	34, 38	1	1	ActionZoneElement	0	
common_savespot_on	common	1	[]	34, 38	1	1	ActionZoneElement	0	
common_shadow	common	1	[]	40, 40	1	1	ActionZoneElement	0	
common_steam	common	5	[]	142, 140	1	1	ActionZoneElement	0	
common_zone_character	common	1	[]	5,5	0	5	ActionZoneNPCCharacter	0	
demo_zone_bkg	BKGRND	2	[#heightmap, #visual]	1540, 1200	1	1	ActionZoneBackground	1	
demo_zone_darkcrystal	demo_zone	1	[]	20, 20	1	1	ActionZoneElement	0	
demo_zone_polybridge	demo_zone	1	[]	120, 120	1	1	ActionZoneElement	0	
poly_entrance	poly	1	[]	27, 27	1	1	ActionZoneElement	0	
poly_ramp	poly	1	[]	27, 27	1	1	ActionZoneElement	0	
poly_trigger	poly	1	[]	27, 27	1	1	ActionZoneElement	0	
